sentiment,statement
1,The contract includes heating plant equipment and associated installation work .
2,We hope to increase traffic volumes with the opening of Freight One Scandinavia . ''
1,"The joint venture will invest about EUR 500,000 in production technology straight away ."
1,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''"
1,"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 ."
1,"Cargotec 's share capital after the increase totals EUR 64,299,180 ."
1,`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .
1,"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok ."
1,"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -_ Copyright of Globes Publisher Itonut 1983 Ltd. 2009"
1,"This will be done domestically and in neighboring markets , both organically and through acquisitions ."
1,Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .
1,"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures ."
1,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels ."
2,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .
1,"The deal , already approved by shareholders , will be carried out in the first half of 2011 ."
1,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .
1,"Finnish publisher Alma Media ( HEL : ALN1V ) said Wednesday it has decided to further extend its EUR1 .85 ( USD2 .75 ) apiece mandatory tender offer for media group Talentum ( HEL : TTM1V ) , which started on 19 August , until 16 November ."
0,"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 ."
2,"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts ."
1,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .
2,Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .
2,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .
2,The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .
2,"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks ."
1,The orders are part of a long-term development plan of Latvijas Finieris .
1,The company says it is difficult to estimate the market situation for the whole year 2009 .
0,"As a result of the negotiations , the company will terminate total 5 employment contracts ."
1,"However , the production is almost entirely very labor intensive and based on small investments only ."
1,The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .
1,The turbines are expected to be launched by the end of 2012 .
1,"MeeGo `` learns as you use it , '' Fisher said , putting the most important things up top ."
2,An individual promotion also generated slightly higher-than-expected revenues .
1,The right margin will be viewed separately in detail with every customer .
1,It 's very difficult to become a Google Analytics channel partner .
1,Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .
1,"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies ."
1,The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .
1,28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .
1,"The market making in accordance with the agreement will begin on September 24 , 2009 ."
1,"At the moment , there are approximately 20 Vianor sales offices in Russia ."
1,"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business ."
1,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products ."
2,Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .
2,Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .
1,Rosen was cautious about being too optimistic inregard to the second half of the year .
1,"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent ."
1,Net profit in the period in 2009 was ( EURO ) 29 million .
1,"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany ."
1,Tekla Group 's net sales for 2005 were approximately 38 million euros .
2,`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . ''
1,"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing ."
1,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass , in safety glass machines and Albat + Wirsam in software solutions ."
1,"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A ."
1,Also the development of online businesses will continue .
1,"The devices would be launched in the Chinese market in late 2006 , the company said ."
1,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations ."
2,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct ."
2,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said ."
1,Marimekko is considering further measures in the matter .
1,"Chargers manufactured under the new platform are suitable for mobile phones , navigators , digital cameras , Bluetooth head sets , media players and other electronic devices ."
1,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .
1,"The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday ."
1,The company 's main shareholders Lihakunta and Itikka Osuuskunta have both made a commitment to acquire shares worth EUR 20mn .
2,"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board ."
1,An Android app will be coming soon .
0,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September ."
0,Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .
1,The report will be emailed within 2 business days of an order .
1,"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday ."
1,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .
1,"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding ."
1,Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .
1,"Stonesoft is a global provider of proven , next generation solutions that simplify network security management ."
0,"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company ."
2,"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings ."
1,The EA Reng group posted sales of approximately 84 million kroons for 2007 .
1,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added ."
1,"The gross area of eight houses will be 12,167 m2 ."
1,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .
1,"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University ."
1,"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 ."
2,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .
1,The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 .
1,"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories ."
1,"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications ."
1,"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver ."
0,"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 ."
2,"With the acquisition , the company will expand its offering to North , Central and South America , it said ."
1,"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon ."
2,The announced restructuring will significantly decrease the Company 's indebtedness .
2,"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business ."
1,The orders also include a few high-power drives for the control of seismic compressors .
1,"When the product is manufactured in Finland , it is also packed in the country ."
1,"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae ."
0,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .
1,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 ."
2,Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .
2,The stock of new machines is reasonably small and new orders bring work .
2,"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank ."
1,"OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 ."
2,Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .
1,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY ."
1,Approval by shareholders of Cencorp in accordance with Finnish law .
2,Alma Media expects its net sales to increase as forecast previously .
1,The enterprise value of Maritim Food AS has been determined as approximately EUR15m .
1,"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system ."
0,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 ."
1,Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .
1,"It is necessary to strengthen the company 's operations , however ."
1,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009"
1,"The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said ."
1,And Ogden reportedly will shell out $ 4.2 million .
0,"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan ."
2,Marimekko Group 's full-year net sales are estimated to increase by about 10 % .
1,Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .
1,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India ."
0,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .
1,The deal will have no significant effect on the acquiring company 's equity ratio .
1,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars ."
1,"The remaining amount will be funded through debt , the Danish bank said ."
0,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes ."
1,He confirmed his view on July 6 .
2,A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .
0,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .
1,Each share is entitled to one vote .
1,"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 ."
1,"Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones ."
2,15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .
1,This lays a foundation for sustainable business development for the long term .
2,The company said it estimates to make a slight profit thanks to cost-cutting measures .
1,Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .
0,"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year ."
1,"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries ."
1,"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company ."
1,The value of the contract is in total USD12m .
1,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn ."
0,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 ."
1,"The opportunity will be available only for few employees , however ."
1,The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .
1,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .
2,"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations ."
2,"However , the bottom-line result improved thanks to positive financial items ."
1,Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .
1,"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina ."
2,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .
1,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications ."
1,The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .
1,"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate ."
1,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time ."
1,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 ."
0,"Divisional sales demand in the half remained `` inconsistent '' , it added ."
0,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .
0,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall ."
2,"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout ."
2,The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .
2,These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .
1,"The platform is based built on Intel s second-generation MID platform , called Moorestown ."
1,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .
2,"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors ."
0,The measures result from decreased demand in technical design and product information .
1,s already good position in the technical building services market in Ostrobothnia .
1,"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy ."
1,"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries ."
2,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .
1,"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum ."
1,"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators ."
0,In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .
1,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights ."
1,"The device can also be used for theft protection and positioning of vehicles , boats and other assets ."
1,The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .
2,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .
1,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people ."
1,Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004 .
0,"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 ."
2,Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .
2,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year ."
1,The value of the order is around EUR 100 million .
2,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year ."
1,The goal is to secure the company 's profitability and competitiveness .
1,Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .
2,1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .
1,"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur ."
0,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations ."
1,M-real will start statutory employer-employee negotiations at the +_+Ænekoski board mill that concern about 130 people .
2,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2"
1,"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes ."
1,`` There is no room to modify the share component as we have already indicated . ''
2,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .
2,"Jobs will not be transferred from Finland , however ."
1,Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .
1,"In addition a reduction of nine persons will be made through pension or other arrangements , the company added ."
2,"The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model ."
2,"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods ."
2,"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization ."
1,The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .
0,Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .
1,The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .
1,The plant will collect raw material from the Baltic Sea region .
1,"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) ."
1,The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .
1,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .
1,"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers ."
1,Its 168 asset management experts manage assets worth over EUR 35 billion .
1,"KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies ."
1,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed ."
1,The StoneGate product is centrally manageable and suited for both physical and virtual environments .
2,"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 ."
1,"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full ."
1,The total value of these two contracts is over EUR 21 million .
2,"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn ."
2,credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .
1,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments ."
1,"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia ."
0,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .
2,"Exports accounted for 65.4 % of net sales , representing an all time record for the company ."
1,The second-quarter net sales are expected to be on par with the first quarter of 2009 .
0,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier ."
0,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '"
1,Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .
0,Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .
1,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros ."
1,"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today ."
2,"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 ."
1,After that the two companies sat down and sewed up the present deal .
0,Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .
1,"With this , the company will exit the contract manufacturing service segment ."
1,"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand ."
2,"Glaston , headquartered in Tampere , Finland , is a growing , international glass technology company ."
1,"The Apple Inc. iPhone wo n't change the game plan for Verizon Communications Inc. , Chief Executive Ivan Seidenberg said Wednesday ."
0,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 ."
0,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source ."
1,"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car ."
1,"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily ."
1,"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn ."
1,This amount will not be included in the pensionable salary .
1,"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks ."
1,"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai ."
1,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float ."
0,The net sales decreased to EUR 49.8 million from EUR 59.9 million .
1,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India ."
1,The company website is www.ahlstrom.com .
1,About Dopplr Dopplr is a service for smart travellers .
1,The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .
1,"It grew in Finland , Norway , Denmark and the Baltic countries ."
1,"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level ."
1,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 ."
0,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before ."
1,"The Bank of +_land acquired the private banking business , asset management , and share brokerage business of Kaupthing Sweden in early 2009 ."
1,Active shipping is essential for Finland .
1,"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small ."
1,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan ."
2,Operating profit of the Asian plants grew markedly .
2,"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 ."
1,The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .
1,"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-£801-£6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 ."
0,"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier ."
2,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 ."
2,`` We were the lowest bidders and now the final approval is awaited . ''
2,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 ."
0,"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share ."
1,"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide ."
1,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways ."
1,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .
1,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic ."
1,The expansion is to be finalized in the autumn of 2009 .
2,"The antibody , given at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients ."
1,"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year ."
1,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries ."
1,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki ."
1,The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .
2,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .
0,Nokia Siemens Networks get struggled to make a net income in the retiring two years.
0,"Dolce & Gabbana have asked the European Unification to declare Marimekko Potbelly ' siemens ` ` Unikko ' ' floral pattern stylemark shut in, in a keep on dispute between the two party."
0,Functioning in 2006 was bear upon by the consolidation movement in the telecom sphere and the overall and structural changes in the contract manufacturing market in telecom technology and industrial electronics.
